0.7335	0.8696	0.7046	0.8492	0.6373	0.8245	0.7057	0.8338	0.7721	0.6653	0.8509	0.7357	0.8514	0.7065	0.6248	0.6986	0.8765	0.5606	0.7903	0.8316	0.8069	0.7083	0.7088	0.8076	0.8282	0.8534	0.8331	0.7383	0.6685	0.7345	0.7476	0.7522	0.7438	0.7523	0.7152	0.6699	0.8305	0.6412	0.8848	0.7780	0.5290	0.4822	0.5775	0.3958	0.4703	0.5277	0.4511	0.5331	0.4555	0.4995	0.5123	0.5858	0.4925	0.4592	0.5192	0.5313	0.5288	0.5783	0.5576	0.0000	0.5125	0.5658	0.5567
0.7663	0.7703	0.7573	0.7699	0.7206	0.7692	0.7625	0.7705	0.7688	0.7461	0.7716	0.7685	0.7722	0.7592	0.6981	0.7594	0.0000	0.5665	0.7711	0.7723	0.7716	0.7650	0.7656	0.7723	0.7729	0.7742	0.7738	0.7711	0.7452	0.7712	0.7723	0.7729	0.7725	0.7731	0.7680	0.7467	0.7753	0.7225	0.7932	0.7747	0.5290	0.4822	0.5775	0.3958	0.4703	0.5277	0.4511	0.5331	0.4555	0.4995	0.5123	0.5858	0.4925	0.4592	0.5192	0.0000	0.5288	0.5783	0.5576	0.4731	0.5125	0.5658	0.5567
0.6872	0.7697	0.6725	0.7485	0.6373	0.7339	0.6757	0.7448	0.7158	0.6591	0.7550	0.6894	0.7560	0.6735	0.6248	0.6721	0.7779	0.6066	0.7216	0.7401	0.7277	0.6783	0.6789	0.7305	0.7386	0.7567	0.7425	0.6910	0.6555	0.6896	0.6966	0.7058	0.6951	0.7018	0.6831	0.6602	0.7420	0.6412	0.7932	0.7217	0.5290	0.4822	0.5775	0.3958	0.4703	0.5277	0.4511	0.0000	0.4555	0.4995	0.5123	0.5858	0.4925	0.4592	0.5192	0.5313	0.5288	0.5783	0.5576	0.4731	0.5125	0.5658	0.5567
0.6872	0.7697	0.6725	0.7485	0.6373	0.7339	0.6757	0.7448	0.7158	0.6591	0.7550	0.6892	0.7560	0.6735	0.6248	0.6721	0.0000	0.5606	0.7218	0.7401	0.7277	0.6783	0.6788	0.7305	0.7386	0.7567	0.7425	0.6910	0.6555	0.0000	0.6966	0.7058	0.6951	0.7018	0.6831	0.6602	0.7420	0.6412	0.7932	0.7216	0.5448	0.4980	0.5933	0.4116	0.4860	0.5434	0.4668	0.5489	0.4712	0.0000	0.5281	0.6016	0.5082	0.4749	0.5349	0.5470	0.5446	0.5941	0.5733	0.4888	0.5282	0.5816	0.5725
0.6872	0.7697	0.6725	0.7485	0.6373	0.7339	0.6757	0.7448	0.7158	0.6591	0.7550	0.6892	0.7560	0.6735	0.6248	0.6721	0.7779	0.5606	0.7218	0.7401	0.7277	0.6783	0.6788	0.7305	0.7386	0.0000	0.7425	0.6910	0.6555	0.6896	0.6966	0.7058	0.6951	0.7018	0.6831	0.0000	0.7420	0.6412	0.7932	0.7216	0.6170	0.5702	0.6655	0.4838	0.5583	0.6157	0.5391	0.6211	0.5435	0.5875	0.6003	0.6738	0.5805	0.5472	0.6072	0.6193	0.6168	0.6663	0.6456	0.5611	0.6005	0.6538	0.6447
0.6872	0.7697	0.6725	0.7485	0.6373	0.7339	0.6757	0.7448	0.7158	0.6591	0.7550	0.6892	0.7560	0.6735	0.6248	0.6721	0.7779	0.5606	0.7218	0.7401	0.7277	0.6783	0.6788	0.7305	0.7386	0.7567	0.0000	0.6910	0.6555	0.6896	0.6966	0.7058	0.6951	0.7018	0.6831	0.6602	0.7420	0.6412	0.7932	0.7216	0.0000	0.4822	0.5775	0.3958	0.4703	0.5277	0.4511	0.5331	0.4555	0.4995	0.5123	0.5858	0.4925	0.4592	0.5192	0.5313	0.5288	0.0000	0.5576	0.4731	0.5125	0.5658	0.5567
0.6872	0.7697	0.6725	0.7485	0.6373	0.7339	0.6757	0.7448	0.7158	0.6591	0.7550	0.6892	0.7560	0.6735	0.6248	0.6721	0.7779	0.5606	0.7216	0.7401	0.7277	0.6783	0.6788	0.7305	0.7386	0.7567	0.7425	0.6910	0.6555	0.6896	0.6966	0.7058	0.6951	0.7018	0.6831	0.6602	0.7420	0.6412	0.7932	0.0000	0.5290	0.4822	0.5775	0.3958	0.4703	0.5277	0.4511	0.5331	0.4555	0.4995	0.5123	0.5858	0.4925	0.4592	0.5192	0.5313	0.5288	0.5783	0.5576	0.4731	0.5125	0.5658	0.5567
0.6872	0.7697	0.6725	0.7485	0.6373	0.7339	0.6757	0.7448	0.7158	0.6591	0.7550	0.6894	0.7560	0.6735	0.6248	0.6721	0.7779	0.5606	0.7216	0.7401	0.7277	0.6783	0.6789	0.7305	0.7386	0.7567	0.7425	0.6910	0.6555	0.6896	0.6966	0.7058	0.6951	0.7018	0.0000	0.6602	0.7420	0.6412	0.7932	0.7217	0.5290	0.4822	0.5775	0.3958	0.4703	0.5277	0.4511	0.5331	0.4555	0.4995	0.5123	0.5858	0.4925	0.4592	0.5192	0.5313	0.5288	0.0000	0.5576	0.4731	0.5125	0.5658	0.5567
0.6872	0.7697	0.6725	0.7485	0.6373	0.0000	0.6757	0.7448	0.7158	0.6591	0.7550	0.6894	0.7599	0.6735	0.6248	0.6721	0.7779	0.5606	0.7254	0.7401	0.7277	0.6783	0.0000	0.7305	0.7386	0.7567	0.7425	0.6910	0.6555	0.6896	0.6966	0.7058	0.6951	0.7018	0.6831	0.6602	0.7420	0.6412	0.7933	0.7217	0.5290	0.4822	0.5775	0.3958	0.4703	0.5277	0.4511	0.5331	0.4555	0.4995	0.5123	0.5858	0.4925	0.4592	0.5192	0.5313	0.5288	0.5783	0.5576	0.4731	0.5125	0.5658	0.5567
0.7251	0.8732	0.6920	0.8444	0.6451	0.8193	0.7044	0.8403	0.0000	0.6715	0.8486	0.7293	0.8528	0.7002	0.6326	0.6878	0.8814	0.5684	0.7868	0.8277	0.7910	0.7086	0.7128	0.8071	0.8235	0.8570	0.8361	0.7377	0.6633	0.7335	0.7500	0.7624	0.7459	0.7582	0.7209	0.6797	0.8319	0.6493	0.8935	0.7866	0.5330	0.4862	0.5815	0.3998	0.4743	0.5317	0.4551	0.5371	0.4595	0.5035	0.5163	0.5898	0.4965	0.4632	0.5232	0.5353	0.5328	0.5823	0.5616	0.4771	0.5165	0.5698	0.5607
